TemplateID	Name
311323	S châu báu tấn công —hàn băng Lv3
311324	S châu báu tấn công —hạt nhân Lv3
311325	S châu báu tấn công —xuyên giáp Lv3
311326	S châu báu tấn công —bạo kích Lv3
311327	S châu báu tấn công —hút máu Lv3
311328	S châu báu tấn công —phong ấn Lv3
311329	S châu báu tấn công —thần báo Lv3
311330	S châu báu tấn công —mệt Lv3
311331	S châu báu tấn công —phỏng Lv3
311332	S châu báu tấn công —xích Lv3
311333	S châu báu tấn công —liên kích Lv3
311334	S châu báu tấn công —nhược hóa Lv3
311399	châu báu tấn công Lv3
311400	Châu báu tấn công Lv4
311401	châu báu tấn công —cường kích Lv4
311402	châu báu tấn công —nhanh Lv4
311403	châu báu tấn công —ban phúc Lv4
311404	châu báu tấn công —thương nặng Lv4
311405	châu báu tấn công —dẫn dắt Lv4
311406	châu báu tấn công —hàn băng Lv4
311407	châu báu tấn công —hạt nhân Lv4
311408	châu báu tấn công —xuyên giáp Lv4
311409	châu báu tấn công —bạo kích Lv4
311410	châu báu tấn công —hút máu Lv4
311411	châu báu tấn công —phong ấn Lv4
311412	châu báu tấn công —thần báo Lv4
311413	châu báu tấn công —mệt Lv4
311414	châu báu tấn công —phỏng Lv4
311415	châu báu tấn công —xích Lv4
311416	châu báu tấn công —liên kích Lv4
311417	châu báu tấn công —nhược hóa Lv4
311418	S châu báu tấn công —cường kích Lv4
311419	S châu báu tấn công —nhanh Lv4
311420	S châu báu tấn công —ban phúc Lv4
311421	S châu báu tấn công —thương nặng Lv4
311422	S châu báu tấn công —dẫn dắt Lv4
311423	S châu báu tấn công —hàn băng Lv4
311424	S châu báu tấn công —hạt nhân Lv4
311425	S châu báu tấn công —xuyên giáp Lv4
311426	S châu báu tấn công —bạo kích Lv4
311427	S châu báu tấn công —hút máu Lv4
311428	S châu báu tấn công —phong ấn Lv4
311429	S châu báu tấn công —thần báo Lv4
311430	S châu báu tấn công —mệt Lv4
311431	S châu báu tấn công —phỏng Lv4
311432	S châu báu tấn công —xích Lv4
311433	S châu báu tấn công —liên kích Lv4
311434	S châu báu tấn công —nhược hóa Lv4
311499	châu báu tấn công Lv4
311999	châu báu tấn công
312000	Châu báu phòng thủ
312100	Châu báu phòng ngự Lv1
312101	Châu báu phòng thủ —thạch phu Lv1
312102	Châu báu phòng thủ —kiên cố Lv1
312103	Châu báu phòng thủ —hồi phục Lv1
312104	Châu báu phòng thủ —chống đào Lv1
312105	Châu báu phòng thủ —giảm đau Lv1
312106	Châu báu phòng thủ —hấp thụ Lv1
312107	Châu báu phòng thủ —nộ Lv1
312108	Châu báu phòng thủ —phản xạ Lv1
312109	SChâu báu phòng thủ —thạch phu Lv1
312110	SChâu báu phòng thủ —kiên cố Lv1
312111	SChâu báu phòng thủ —hồi phục Lv1
312112	SChâu báu phòng thủ —chống đào Lv1
312113	SChâu báu phòng thủ —giảm đau Lv1
312114	SChâu báu phòng thủ —hấp thụ Lv1
312115	SChâu báu phòng thủ —nộ Lv1
312116	SChâu báu phòng thủ —phản xạ Lv1
312199	Châu báu phòng thủ Lv1
312200	Châu báu phòng ngự Lv2
312201	Châu báu phòng thủ —thạch phu Lv2
312202	Châu báu phòng thủ —kiên cố Lv2
312203	Châu báu phòng thủ —hồi phục Lv2
312204	Châu báu phòng thủ —chống đào Lv2
312205	Châu báu phòng thủ —giảm đau Lv2
312206	Châu báu phòng thủ —hấp thụ Lv2
312207	Châu báu phòng thủ —nộ Lv2
312208	Châu báu phòng thủ —phản xạ Lv2
312209	SChâu báu phòng thủ —thạch phu Lv2
312210	SChâu báu phòng thủ —kiên cố Lv2
312211	SChâu báu phòng thủ —hồi phục Lv2
312212	SChâu báu phòng thủ —chống đào Lv2
312213	SChâu báu phòng thủ —giảm đau Lv2
312214	SChâu báu phòng thủ —hấp thụ Lv2
312215	SChâu báu phòng thủ —nộ Lv2
312216	SChâu báu phòng thủ —phản xạ Lv2
312299	Châu báu phòng thủ Lv2
312300	Châu báu phòng ngự Lv3
312301	Châu báu phòng thủ —thạch phu Lv3
312302	Châu báu phòng thủ —kiên cố Lv3
312303	Châu báu phòng thủ —hồi phục Lv3
312304	Châu báu phòng thủ —chống đào Lv3
312305	Châu báu phòng thủ —giảm đau Lv3
312306	Châu báu phòng thủ —hấp thụ Lv3
312307	Châu báu phòng thủ —nộ Lv3
312308	Châu báu phòng thủ —phản xạ Lv3
312309	SChâu báu phòng thủ —thạch phu Lv3
312310	SChâu báu phòng thủ —kiên cố Lv3
312311	SChâu báu phòng thủ —hồi phục Lv3
312312	SChâu báu phòng thủ —chống đào Lv3
312313	SChâu báu phòng thủ —giảm đau Lv3
312314	SChâu báu phòng thủ —hấp thụ Lv3
312315	SChâu báu phòng thủ —nộ Lv3
312316	SChâu báu phòng thủ —phản xạ Lv3
312399	Châu báu phòng thủ Lv3
312400	Châu báu phòng ngự Lv4
312401	Châu báu phòng thủ —thạch phu Lv4
312402	Châu báu phòng thủ —kiên cố Lv4
312403	Châu báu phòng thủ —hồi phục Lv4
312404	Châu báu phòng thủ —chống đào Lv4
312405	Châu báu phòng thủ —giảm đau Lv4
312406	Châu báu phòng thủ —hấp thụ Lv4
312407	Châu báu phòng thủ —nộ Lv4
312408	Châu báu phòng thủ —phản xạ Lv4
312409	SChâu báu phòng thủ —thạch phu Lv4
312410	SChâu báu phòng thủ —kiên cố Lv4
312411	SChâu báu phòng thủ —hồi phục Lv4
312412	SChâu báu phòng thủ —chống đào Lv4
312413	SChâu báu phòng thủ —giảm đau Lv4
312414	SChâu báu phòng thủ —hấp thụ Lv4
312415	SChâu báu phòng thủ —nộ Lv4
312416	SChâu báu phòng thủ —phản xạ Lv4
312499	Châu báu phòng thủ Lv4
312999	Châu báu phòng thủ
313000	Châu báu thuộc tính
313100	Châu báu thuộc tính Lv1
313101	Châu báu thuộc tính —Tấn công Lv1
313102	Châu báu thuộc tính —Phòng thủ Lv1
313103	Châu báu thuộc tính —Nhanh nhẹn LV1
313104	Châu báu thuộc tính —May mắn Lv1
313105	Châu báu thuộc tính —Sát thương Lv1
313106	Châu báu thuộc tính —Hộ giáp LV1
313107	SChâu báu thuộc tính —Tấn công Lv1
313108	SChâu báu thuộc tính —Phòng thủ Lv1
313109	SChâu báu thuộc tính —Nhanh nhẹn LV1
313110	SChâu báu thuộc tính —May mắn Lv1
313111	SChâu báu thuộc tính —Sát thương Lv1
313112	SChâu báu thuộc tính —Hộ giáp LV1
313199	Châu báu thuộc tính Lv1
313200	Châu báu thuộc tính Lv2
313201	Châu báu thuộc tính —Tấn công Lv2
313202	Châu báu thuộc tính —Phòng thủ Lv2
313203	Châu báu thuộc tính —Nhanh nhẹn LV2
313204	Châu báu thuộc tính —May mắn Lv2
313205	Châu báu thuộc tính —Sát thương Lv2
313206	Châu báu thuộc tính —Hộ giáp LV2
313207	SChâu báu thuộc tính —Tấn công Lv2
313208	SChâu báu thuộc tính —Phòng thủ Lv2
313209	SChâu báu thuộc tính —Nhanh nhẹn LV2
313210	SChâu báu thuộc tính —May mắn Lv2
313211	SChâu báu thuộc tính —Sát thương Lv2
313212	SChâu báu thuộc tính —Hộ giáp LV2
313299	Châu báu thuộc tính Lv2
313300	Châu báu thuộc tính Lv3
313301	Châu báu thuộc tính —Tấn công Lv3
313302	Châu báu thuộc tính —Phòng thủ Lv3
313303	Châu báu thuộc tính —Nhanh nhẹn LV3
313304	Châu báu thuộc tính —May mắn Lv3
313305	Châu báu thuộc tính —Sát thương Lv3
313306	Châu báu thuộc tính —Hộ giáp LV3
313307	SChâu báu thuộc tính —Tấn công Lv3
313308	SChâu báu thuộc tính —Phòng thủ Lv3
313309	SChâu báu thuộc tính —Nhanh nhẹn LV3
313310	SChâu báu thuộc tính —May mắn Lv3
313311	SChâu báu thuộc tính —Sát thương Lv3
313312	SChâu báu thuộc tính —Hộ giáp LV3
313399	Châu báu thuộc tính Lv3
313400	Châu báu thuộc tính Lv4
313401	Châu báu thuộc tính —Tấn công Lv4
313402	Châu báu thuộc tính —Phòng thủ Lv4
313403	Châu báu thuộc tính —Nhanh nhẹn LV4
313404	Châu báu thuộc tính —May mắn Lv4
313405	Châu báu thuộc tính —Sát thương Lv4
313406	Châu báu thuộc tính —Hộ giáp LV4
313407	SChâu báu thuộc tính —Tấn công Lv4
313408	SChâu báu thuộc tính —Phòng thủ Lv4
313409	SChâu báu thuộc tính —Nhanh nhẹn LV4
313410	SChâu báu thuộc tính —May mắn Lv4
313411	SChâu báu thuộc tính —Sát thương Lv4
313412	SChâu báu thuộc tính —Hộ giáp LV4
313499	Châu báu thuộc tính Lv4
313500	Châu báu thuộc tính
313599	Châu báu thuộc tính
313999	Châu báu thuộc tính
314101	Thẻ kiến đỏ
314102	Thẻ kiến xanh
314103	Thẻ nữ vương kiến
314104	Thẻ gà hồng
314105	Thẻ gà tinh anh
314106	Thẻ đội trưởng gà
314107	Thẻ Quốc vương gà
314108	Thẻ chiến sĩ bộ lạc
314109	Thẻ dũng sĩ bộ lạc
314110	Thẻ Bulan em
314111	Thẻ Bulan anh
314112	Thẻ tù trưởng bộ lạc
314113	Thẻ chim ưng
314114	Thẻ sói dữ
314115	Thẻ quỷ khăn hồng
314116	Thẻ Minotaure
314117	Thẻ phi tiêu
314118	Thẻ lựu đạn
314119	Thẻ pháo
314120	Thẻ sấm sét
314121	Thẻ nô lệ Goblin
314122	Thẻ công nhân Goblin
314123	Thẻ chiến binh Goblin
314124	Thẻ công binh Goblin
314125	Thẻ chỉ huy Goblin
314126	Thẻ gà con
314127	Thẻ gà mái
314128	Thẻ gà trống
314129	Thẻ gà mái xấu xí
314130	Thẻ gà thể thao
314131	Thẻ gà huấn luyện
314132	Thẻ gà khán giả
314133	Thẻ gà quyền vương
314134	Thẻ gà trọng tài
325100	Thư may mắn
325101	Audi A6
325102	Trường Giang số 7
325103	So-co-la
325104	Máy bay điều khiển
325105	Pháo đỏ
325106	Thỏ vàng
325107	Cung hỉ phát tài
325108	Kem
325109	Lamborghini
325110	Hoa bách hợp
325111	Bánh kem
325112	Lì xì
325113	Hoa hồng
325114	Hoa hướng dương
325115	Gấu teddy
325116	Trang viên Tước sĩ
325117	bầu trời sao
325118	Tulip
325119	Bô công anh
325120	Bánh quy
325121	Bánh kem dâu
325122	Chó robot
325123	Hộp nhạc
325124	Búp bê babi
325125	Túi da Lv
325126	Dây chuyền kim cương
1199991	Bảo tàng bản đồ
1223004	Túi lì xì Tết
1999991	Túi chiến thắng
1999992	Túi quà thẻ Vip
11203600	Kẹo thần bí
11203601	Phế phẩm
11203603	Túi quà cống hiến
